Komentar,Klasifikasi
Dugaan saya pasti ada kaitannya dengan penutupan lanud halim perdanakusuma ?,NEGATIF
"Ketika sarimin menyuruh bebas masker,racun tetap disebar,kena prank,jaga kesehatan guys",NEGATIF
@dd_imi.hadi jebakan betmen.. bebas lepas masker di ruang terbuka = menghirup racun = cuan lagi ???,NEGATIF
Ini yg kmren ya..saya jg liat..,NEGATIF
Kota kelahiranku min.. Knp cemterlnya gede2 banget??,NEGATIF
"Rendah banget ya elevasinya...jelas bukan krn kondensasi seperti yg si ahli? itu bilang... Bakal banyak ternak dan tanaman yg rusak ini, blm lagi sumber? air tercemari. ?? Akankah era kegelapan akan semakin pekat menyelimuti?",NEGATIF
"Di suruh buka masker,terus sebar racun. Enak ya ngejar cuan,tinggal nyuruh? aja. ?",NEGATIF
"Nih pemerintah beneran gk tau, apa pura-pura gk tau.. yg jelas, pernyataan ""the government would like to kill their own citizens"" itu bener",NEGATIF
OHHH LEPAS MASKER BIAR KENA GEJALA2 INI LAGI YAH MAKSUD NYA ?,NEGATIF
"Klo ga salah 2 ato 3 hr yg lalu siang2, ada satu d langit Semarang, saya ngliatnya posisi saya di Gombel. Batinku, ga lama ujan ni. Eh bener, 1 ato 2jam kmdn ujan, trus abis ujan tenggorokanku sakit buta nelen smpe mlm, mpe bsknya jg. Tp hr brikutnya lagi udh engga. Banyakin minum air putih n ga kluar rmh",NEGATIF
@moonsaulli sama kk .. kmrin ak jg gtu.. helii pd muter dr mlm smpe pagi .tp g mninggalkan asap di langit... bkin hidung gatel bersin? n tgorokan sakit kl mo nelen,NEGATIF
Kuningan & Cirebon akhir2 ini jadi tempat favorit buang chemtrail,NEGATIF
"Ketika mereka nyuruh lepas masker, justru aku akan pake masker kare a chemtrail ada dimana-mana?",NEGATIF
Era keputusasaan akan segera dimulai,NEGATIF
Pagi juga melintas dimpt ku....kec xxxxxxx Kuningan,NEGATIF
Saya dri kuningan juga luarr biasa berlapis lapis itu chemtrail,NEGATIF
"Cek flagradar24. Soalnya ane pernah lihat pesawat ,tapi di radar Ndak kedetek",NEGATIF
Makin edan.. Makin bnyk garis2 sejajar dlm1 doang skrg buset.. Apa pd ga sadar apa pd ga liat apa pd ga gmn si ya d racun ko diem ?,NEGATIF
"Terlaknat semua yg nyebar dan nyuruh, apa mereka ga punya keluarga? Kl keluarganya kena racun yg dia sebar sendiri bukannya dia juga ikut kena imbasnya. Jd antara dungu dan sdh tersihir dajjal??",NEGATIF
"iya benar, 1x saya ngeluhin soal ini ke Pak Jokowi juga pas libur lebaran kemarin. TMC = Teknologi Modifikasi Cuaca. Operasi menyebar bahan2 kimia tertentu di udara (seperti silver iodide) dengan tujuan untuk merekayasa cuaca. Yang masih menjadi kontroversi, soal efek samping jangka panjangnya bahan2 kimia tersebut ke makhluk hidup & lingkungan. (Bentuk bahan2 kimia tersebut bermacam2), bisa berupa asap (yang kita biasa kita sebut chemtrail), bubuk, larutan, dsb.",NEGATIF
"di Indonesia TMC ini programnya BRIN (lembaga non kementrian, di bawah presiden) kalau di luar, dikenal dengan istilah: #weathermodification , proses penyemaian awan (seperti video di atas) dikenal dengan istilah: #cloudseeding . Operasi TMC ini masih menjadi kontroversi di dunia (mengingat bahan2 kimia yang digunakan, + efek jangka panjangnya merekayasa alam)",NEGATIF
"@giethapalera mungkin ini yg bikin ujan terus, padahal harus nya kan udah musim terang",NEGATIF
Ow semarang ya,NETRAL
INI KERJAAN NYA SIAPA SI,NEGATIF
Masuk akal ?,NEGATIF
Maksudy skrg qt harus sering pk masker min?,NEGATIF
Fix kena chemtrail,NEGATIF
"Kemungkinan besar iya min, beberapa hari terakhir sering keluyuran tanpa masker, pak masker juga ga ngefek sebenernya",NEGATIF
2 minggu ini di karawang udah 3 4 kali penampakan chemtrails min ....,NEGATIF
"Bebas ? di luar ruangan, hiruplah sebanyak-banyaknya ?",NEGATIF
"Ditegal (grobogkulon) tiap hari disebarin kek gini mulu,,bnyk anak2 pada gatel2 mata pada sakit (merah2 ) ;(",NEGATIF
"Ni ada berita baru, ada penelitian tentang isi vx. Hari ini baru terbit, isinya serem,,, https://telegra.ph/Wie-die-mRNA-Covid-19-Impfstoffe-das-angeborene-Immunsystem-unterdr?en-05-18",NEGATIF
"min, ini saya peratiin di tempat saya, selain waspada dari asap Chemtrail yang disebar lewat armada udara, ada banyak juga asap2 putih pekat serupa yang rutin muncul dari antara pepohonan & semak2 (darat) yang juga turut andil dalam membuat haze (kabut asap) - <seperti bersumber dari Flare asap>",NEGATIF
Pekalongan sama,NEGATIF
Tadi ada chemtrail di deket daerah saya?,NEGATIF
Td liat 1 garis tipis d kotaku min..,NEGATIF
"Lebay banget ,yg begituan di kampung gw dari dulu juga ada ,dan gak heboh lebaynya kek elo min ?, cemen amat gitu doang gatel2 kebNyakan ac an kali",POSITIF
sekarang mereka banyak Terbang malam.. tetap waspada walaupun Malam.. ???,NEGATIF
Jahanam sekali emng ini,NEGATIF
"@yudhi_niguel #solargeoengineering ..& sepertinya sudah diterapkan bro. Hari ini dari pagi langit biru di tempat saya; Babakan, Bogor sama sekali belum terlihat. full haze (kabut asap putih) yang tidak enak buat nafas.",NEGATIF
yeee cuaaan,NEGATIF
Sidoarjo juga mulai di sebar lagi chemtrailnya .. Astaghfirullah ?? Kok gak meledak iku pesawat yg nyebar racun ???,NEGATIF
Udara kotor bgt bogor dr app IQ Air dari malem smpe skarang level orangee teruss,NEGATIF
"Rumahku yg deket laut yg selama puasa smp lebaran jarang ujan,tb2 bbrp hari ini ujan terus. Dan skrg aku lg bapil ?",NEGATIF
"@ar_rizqi9 iya, penyemaian awan ( #cloudseeding )",NEGATIF
Kaya org bego kita semua di buat nya....siapa sih dalang nya diindonesia...dlu ad ki manthep,NEGATIF
"@wisnu_mandoyo jawaban logisnya entah pelakunya punya kuasa atas media.. atau, di mata jurnalis Chemtrails ini tidak menarik untuk diselidiki/ digali lebih dalam..",NEGATIF
"@nayposida iya, seringnya (hampir selalu) udara seperti diselimuti oleh asap putih terus seharian..",NEGATIF
"@patrickstar2345 iya ni, kabut asap putih masih belum ilang2 juga sampai siang ini..",NEGATIF
Modifikasi cuaca ???,NEGATIF
mari kita doakan yang nyebar chemtrails biar cepet dipanggil sama yang maha kuasa ???,NEGATIF
"Pokonya slama si Tua bangka anteg? Dajjal itu msh berkuasa dn msh mmegang peranan, gbkl habis ini pnderitaan rkyat....susah menyatukan rakyat kl msh ad kelompok yg trlnjur percya kebohongan, dng yg sudah sadar penuh dng kebohongan??",NEGATIF
Madura yang deket Surabaya sejak beberapa hari dari pagi sampek siang mondar mandir dan akhirnya tiba2 mendung yang tidak merata dan turun lah hujan,NEGATIF
Kalo pas ke surabaya/sidoarjo malah sering liat,NEGATIF
Ntah itu pada nyebarin apaan,NEGATIF
Pantesan PPKM diperpanjang,NEGATIF
@civitas.dei diih ngeri,NEGATIF
"@_yejinsmiles iya saya juga pas tau ngeri, tapi saya coba tanya/ komen Pak Jokowi tidak direspons.. media & pemerintah juga tidak memberitakan/ menjelaskan secara transparan tentang Chemtrails, program rekayasa cuaca, zat2 yang digunakan dalam perekayasaan cuaca (beserta dampaknya ke makhluk hidup & lingkungan), dsb. Jadinya ya kita masyarakat menduga2.. Ditambah lagi armada udara yang dipakai untuk menyebarkan chemtrails dan yang digunakan dalam operasi TMC tidak bisa dilacak di flight radar.. ya spekulasi orang2 makin bermacam2.. Belum lagi laporan2 kesaksian/ dokumentasi chemtrails video dari berbagai tempat di Indonesia..",NEGATIF
"iya, kalau kita lihat di video, garis jejak asapnya menuju ke awan besar yang di atasnya (sesuai dengan cara TMC menginjeksi awan2 potensial dengan zat2 glasiogenik) #silveriodide #geoengineering #weathermodification",NEGATIF
"@angga0384 saya juga sependapat, zat2 yang digunakan dalam proses TMC untuk menyemai awan <yang nantinya akan turun ke tanah melalui hujan buatan>, kalau kita coba browsing di google efeknya negatif, bahkan ada yang dikategorikan berbahaya seperti Perak iodida ( #silveriodide )",NEGATIF
"@poltingneron besar kemungkinan itu TMC (Teknologi Modifikasi Cuaca)nya BRIN, mondar mandir itu mereka lagi menabur bahan semai (kalau heli biasanya bubuk & larutan), kalau pesawat bisa asap Chemtrails seperti contoh video di atas. Tahapan prosesnya memang dimulai dari pagi hari. Coba deh browsing tentang tahapan proses hujan buatan.",NEGATIF
Modif cuaca biar pd sakit,NEGATIF
@pangestutianna bole tau apa tu kak,NETRAL
@arissutrisno13 gua gak sendiri,NEGATIF
"Wah ditempat gua, jam 8 pagi udah 4 kaya gitu anjir",NEGATIF
@ierchafiqa pikiran sy gini mulu dr awal?,NEGATIF
"@civitas.dei sungguh aneh kan,",NEGATIF
@wisnu_mandoyo menurut saya juga begitu,NEGATIF
"Koreksi kalau salah, kalau emang bener ada niatan jelek soal penyebaran chemtrail. Gua yakin harusnya apa yg disebar pesawat harusnya invisible/tidak meninggalkan bekas. Logikanya harus gitu biar gadicurigain, ya ga sih? Apa sengaja diliatin biar jadi perhatian publik",NETRAL
Mulai deh mulai ?,NEGATIF
@civitas.dei ya mesti mau hari raya ada ada  aja penyakit berdatangan termasuk ke Hewan jelas sangat aneh,NEGATIF
"Bentar lagi yang jadi kambing hitam sepak bola, karna gak jaga jarak. Persis Solo Vs Persebaya Surabaya. Dilapangan gelora Bung Tomo. Djancuks kan chemtrail tai ini?",NEGATIF
Tokoh masyarakat kemana saja ya kok pada buta mata tuli telinga ??,NEGATIF
Gw kira dah ga musim lagi min ?,NEGATIF
"iya bener, hujan buatan bisa mengganggu siklus hidrologi alami air + salah satu penyebab pemanasan global juga (coba deh dibrowsing, saya baca itu di ilmugeografi.com). iya heran juga, mau sampai kapan begini terus..",NEGATIF
Chemtrail asu,NEGATIF
Gak peduli,NETRAL
"Kalau kbetulan ngeliat direkam aja, & lapor ke telur.. siapatau bisa viral kaya waktu itu..? biar tambah banyak orang yang liat/ tau tentang ini.. & juga biar pemerintah terdesak untuk menjelaskan.",NEGATIF
"@zmusthofa iya benar, padahal udah sering banget ini",NEGATIF
kok masih saja ya?,NEGATIF
Ini gada tim pengusut gtu ? andaikan kya geng motor bisa d intip d kepung wargaa ?,NEGATIF
"@civitas.dei yup. Jadi pertanyaan, ngapain beli banyak pesawat tempur kalau langit Indonesia masih bebas buat pesawat2 chemtrail gajelas",NEGATIF
Bikin batuk sama puyeng anjir abis kena ujan?,NEGATIF
"Parah pureblood digempur terus pake chemtrail, tnggorokan seret bgt, klaurga dan tetangga bnyak yg pada nyeri sendi udah 2 bulanan belum reda",NEGATIF
"@budisimartas bisa jadi.. justru itu dia pesawat2 yang dipakai untuk menyebarkan chemtrail ini.. Saya cek publikasi resmi: BRIN & TNI AU bekerjasama dalam melakukan operasi TMC (Teknologi Modifikasi Cuaca) di Indonesia. Salah satu metodenya mirip dengan apa yang kita sebut 'Chemtrail' ini, tapi mereka sebutnya proses 'penyemaian awan' ( #cloudseeding ) Coba deh dicek hashtagnya..",NEGATIF
"iya, kaya yang di GBK ini contohnya, kan juga hasil laporan netizen ?",NEGATIF
"Ya pantes bandara Halim tutup mulu, ya buat agenda rutin bginian..",NEGATIF
maksudnya apa cobak???,NEGATIF
Krn si anu ga mau ppkm ilang. Ga bisa move on.,NEGATIF
Mencurigakan ?,NEGATIF
masih kurang cuan aja itu si dalang,NEGATIF
@faisal_alramadhan kmrn udara ngelekep banget yaa...kayak mau turun hujan tp ga hujan?.....badan jd lengket,NEGATIF
Di Semarang juga mulai banyak muncul min?,NEGATIF
"Udara akhir2 ini panas bgt. Dua AC masih kuwalahan...... Nyampe tidur di lante, bahkan ampe subuh. Trending di twttr juga semalam... Karna cemtrail Kali ya min yg berkelanjutan?",NEGATIF
@maythe_doangg iya udah 3 hari bgtuh terus,NEGATIF
Ditangerang juga tadi pagi bau obat gk enak,NEGATIF
@ajun_guitars ? heran juga si diperpanjang terus..,NEGATIF
Pantes msh ppkm aje ??,NEGATIF
@civitas.dei ppkm ampe kiamat,NEGATIF
Gelombang 4 plus pro max incuming,NEGATIF
"Siap2 gelombang 4 , dan mudik dijadikan kambing hitam . ??",NEGATIF
Mereka itu mau ngapain dan kita harus bagaimana?,NEGATIF
apakah ada hubungannya suhu jakarta panas banget akhir2 ini?,NETRAL
"5 hari meriang, badan semua nya gatelllll muncul bintik2 merah yg gatel nya luar biasa",NEGATIF
"Pantesan sakit banget tenggorokan pdhl minum udah banyak ,ga makan pedes pula",NEGATIF
musim sakit anak2 bertajuk flu singapore entah true or not,NEGATIF
Dosisnya makin di tambahin kali biar rakyat makin tepar..,NEGATIF
@faisal_alramadhan betul panas nglekep..,NEGATIF
Dagangan belum habis,NEGATIF
Dari hari senin min di Jakarta banyak chemtrail.,NEGATIF
Di Aceh mulai sering #chemtrailspraying juga min,NEGATIF
"Kemarin di kampung saya sehari ada 3 kali bekas chemtrail, mau di bagikan langit berawan kurang jelas di kamera",NEGATIF
Dikira rakyat itu kecoa yah di semprot racun mulu haisshhh,NEGATIF
Pasti dibilang contrail / jet. Media mainstream & fact checker yg ktanya ?redibel? ad yg mau ngaku.,NEGATIF
semarang pagi ini ada banyak,NEGATIF
"Zat penurun imun + virus + bakteri penyakit . nanti kalian akan pusing pusing, mencret, hilang nafsu makan .",NEGATIF
"Klaten sekarang udara pagi siang malam, sekarang panas",NEGATIF
"Kasus DBD d Pekanbaru juga lagi meningkat. Efek chemtrail, vaksin atau memang nyamuk ya (?)",NEGATIF
"Everyday chemtrail here, Panturaaaa",NEGATIF
Barusan 2 asap rendah lagi ditebar sore ini di langit pekanbaru.,NEGATIF
@masbro.andrey wih ngeriii?,NEGATIF
@yakuruchi2404 sore ini nebar lagi asapnya 2 pesawat,NEGATIF
Orang sudah lepas masker ini masih aja kebul kebulan ?,NEGATIF
virus herman??,NEGATIF
Dsn jg td pagi ada . Mana kemarin hujan trs.. smpe dgn bgt.. duuhh gk takut dosa bnr2 yaa padahal lg bulan puasa,NEGATIF
Chemtrail?,NEGATIF
Ga dapet cuan donk bila ga berbuat dosa. Berbuat dosa = cuan besar (cuan haram). Semoga secepatnya si pilot-pilot di pesawat setan itu kena karma kejamnya n azab kubur nya. Gusti Allah Mboten Sare. ???,NEGATIF
Di Bogor tadi pagi juga ada nih,NEGATIF
"Adeuhhh kiriman teruss, kaga ada azabnya tuh buat yg kirim chemtrail,? Moga yg kirim chemtrail kena azab pediiihhhh aamiin ya Allah",NEGATIF
Hujannya gak bener nih... Btw musimnya bukan sik?,NEGATIF
Abis lebaran bakal di mainkan lagi nihh...?,NEGATIF
Mudah?an aja ga ada skenario kopit apa? lagi setelah lebaran nanti.. Aamiin,NEGATIF
Detik? buat isuh cv19 lagi itu min ?,NEGATIF
"Nah tu bulan puasa juga masih hujan , apalagi di semprot begitu tar banyak orang sakit ,di rumah ku juga gitu tiap pagi sama sore suara helikopter lewat",NEGATIF
"Persiapan gelombang keempat, nanti orang lebaran disalahkan",NEGATIF
"@nazrililham3318 persis di Bogor juga. Coba cek Teknologi Modifikasi Cuaca di YouTube bro. Mereka sebar bubuk putih (yang katanya garam) untuk buat hujan buatan. yang saya khawatirkan efek dari bahan kimia yang dipakai untuk merekayasa awan & hujan tersebut. Belum lagi haze (kabut putih) yang terbentuk setelahnya & pasca hujan. Logikanya kalau itu terbentuk dari bahan2 kimia tadi, bagaimana efek ke kesehatan jangka panjang bagi orang2 yang menghirupnya.",NEGATIF
"@ekaputra_74 @nazrililham3318 iya saya di Bogor juga, daerah Babakan. Tadi sebelum hujan ada heli terbang rendah dengan laju perlahan bolak balik kan. Cek Teknologi Modifikasi Cuaca di YouTube bro. Mereka sebar bubuk putih (yang katanya garam) via armada udara untuk buat hujan buatan. yang saya khawatirkan efek dari bahan kimia yang dipakai untuk merekayasa awan & hujan tersebut. Belum lagi haze (kabut putih) yang terbentuk setelahnya & pasca hujan. Logikanya kalau itu terbentuk dari bahan2 kimia tadi, bagaimana efek ke kesehatan jangka panjang bagi kita orang2 yang menghirupnya.",NEGATIF
"@aris_adity1_ saya di Bogor juga, sama. Tadi sebelum hujan ada heli terbang rendah dengan laju perlahan bolak balik. Cek Teknologi Modifikasi Cuaca di YouTube bro. Mereka sebar bubuk putih (yang katanya garam) lewat armada udara untuk buat hujan buatan. yang saya khawatirkan efek dari bahan kimia yang dipakai untuk merekayasa awan & hujan tersebut. Belum lagi haze (kabut putih) yang terbentuk setelahnya & pasca hujan. Logikanya kalau itu terbentuk dari bahan2 kimia, bagaimana efek ke kesehatan jangka panjang bagi kita orang2 di bawah yang menghirupnya.",NEGATIF
Td pagi jam 5:46 persis di atas rmh juga ada min,NEGATIF
@.irwan_wid gw aminin moga secepatjya d dpn org nyk biar byk yg nyaksiin ketika manusia berbuat dzalim sm sesama..,NEGATIF
@aris_adity1_ doa aja moga saakitnya d ambil mereka semua dan qt semua sehat wlo kena hujan..,NEGATIF
"Fix bekasi jg sama, db skrg hujan",NEGATIF
Ujung? yang di salah kan orang yang mudik???? skenario baruu???,NEGATIF
@navyx__ pantesann?,NEGATIF
@cristian.tambunan89 sama jakut juga,NEGATIF
Mulai lagi nihh? Bajigur banget,NEGATIF
min minggu2 ini suka ada jejak chemtrail juga di daerah saya kab.tasik.. sama pernah ada busa saat hujan.. pdahal dlu mah hampir gk pernah ada jejak sama busa,NEGATIF
"Bibit yang sejak dulu sengaja dibuat bertebaran, upaya menebar menjadi cara agar ketularan, seakan-akan bakal menyalahkan momen lebaran, satu persatu rakyat kecil jadi incaran, satgas dan pemburu kopid sok sibuk di luaran, mencari mangsa mereka yang kena racun semburan, sedangkan yang masih sehat yaa tetep bayar iuran, siap-siap bisnis medis panen bayaran, udah gak usah dijadikan pikiran, mari kita tetap berlebaran...",NEGATIF
Masih ada aje yee ..pantes ujan awet barusan,NEGATIF
Tadi pagi jam 6an juga ada diatas rumahku cipinang indah jkt timur. Siangnya langsung hujan sampai sore. anehnya baru nyadar lihat langit. Pantas aja bberapa x kecipratan air hujan langsung sakit sembuhnya lumayan lama trnyata gara2 langit diracunin?,NEGATIF
Sebuah upaya untuk meliburkan sholat ied.,NEGATIF
@civitas.dei pantes belakangan ini hujan y aneh?siang hari,NEGATIF
@cristian.tambunan89 nah ini sependapat?,NEGATIF
"@amar.anthony106 saya juga baru taunya belakangan ini bro gara2 masuk berita pas even MotoGP kemarin, dulu keluarga saya di Tangerang pas zamannya delta pernah cerita tentang haze & heli, tapi saya belum tau tentang TMC.. ya jaga2 aja bro, jangan sampai kehujanan & pakai masker kalau cuaca lagi berkabut (haze).",NEGATIF
@civitas.dei tadi pagi hujan aneh?gak masuk akal..yah terobos aja jadinya,NEGATIF
"pemerintah "" jngn bawa kopit ke kampung atau keluarga kita"" , yg terjadi???",NEGATIF
Yg jd pertanyaan itu pesawat milik siapa?,NEGATIF
Tar blg wabah penyakit pdhl quaid racun,NEGATIF
"Hati hati di jalan cuy, dunia sedang tidak baik baik saja xixixi @n_krystanti",NEGATIF
Makanya badan gue gatal gatal min semenjak adanya hujan turun secara tbtb kalau boleh tau obatnya apa ya min ?,NEGATIF
"Seperti nya mau launching Virus varian hendra dan Flu tomat ??, gejala2nya mirip KIPI mata kuning, kulit kuning, mabok tokai donk ?.",NEGATIF
Jadi itu karna chemtrail apa karna vaksin???,NETRAL
"Jemuran pakaian kalo gak diangkat angkat selama 2 hari , pas diangkat berdebu banget kek debu kapur , fyi jemuran gw ada dibalkon jadi kalo lagi males gak diangkat2 ? , pas bajunya dipake beuuhh gatalnyaaa padahal udah dibersihin",NEGATIF
Tadi pagi di Brebes juga ada.,NEGATIF
Waduh Semarang tempatku min,NEGATIF
"Semarang selatan,td liat ini, pagi jam 10an nih... Sy tinggal di banyumanik sempet liat jg",NEGATIF
"menurut info dr banyak sumber, chemtrail nyebar penyakit, enjus menurunkan imun tubuh. jd yg gk enjus kbnyakan masih sehat2 saja saat yg udah2 dienjus kena sakit bebarengan.",NEGATIF
